"As Of Date","Futures Based On","Futures Month","Futures Year","Unfixed Call Sales (Contracts)","Sales Change From Previous Week","Unfixed Call Purchases (Contracts)","Purchases Change From Previous Week","Open Futures Contracts at Close","Open Change From Previous Week","Source File","DTE","MY"
"2011-08-26","July 2012","July","2012","10617","19*","5743","84","8982","619","deaoncall082611.html","310","2011"
"2011-08-26","October 2012","October","2012","0","0","0","0","3","0","deaoncall082611.html","402","2012"
"2011-08-26","December 2012","December","2012","2313","10","3119","4","3293","6","deaoncall082611.html","463","2012"
"2011-08-26","March 2013","March","2013","579","0","0","0","260","0","deaoncall082611.html","553","2012"
"2011-08-26","May 2013","May","2013","61","0","32","0","230","1","deaoncall082611.html","614","2012"
"2011-08-26","July 2013","July","2013","55","0","0","0","32","0","deaoncall082611.html","675","2012"
"2011-08-26","December 2013","December","2013","0","0","4605","0","268","0","deaoncall082611.html","828","2013"
"2011-08-26","March 2014","March","2014","0","0","0","0","3","0","deaoncall082611.html","918","2013"
"2011-08-26","May 2014","May","2014","0","0","0","0","3","0","deaoncall082611.html","979","2013"
"2011-08-26","Totals","","","50395","-50*","21730","-89","146987","2636","deaoncall082611.html","",""
"2016-08-26","October 2016","October","2016","0","0","0","0","175","-3","deaoncall082616.html","36","2016"
"2016-08-26","December 2016","December","2016","26573","-1167","14032","-556","156427","-4954","deaoncall082616.html","97","2016"
"2016-08-26","March 2017","March","2017","20688","908","1673","0","48160","977","deaoncall082616.html","187","2016"
"2016-08-26","May 2017","May","2017","10590","493","632","1","6155","286","deaoncall082616.html","248","2016"
"2016-08-26","July 2017","July","2017","7021","148","966","8","6024","329","deaoncall082616.html","309","2016"
"2016-08-26","December 2017","December","2017","3294","505","4032","19","10940","769","deaoncall082616.html","462","2017"
"2016-08-26","March 2018","March","2018","1692","284","66","0","510","369","deaoncall082616.html","552","2017"
"2016-08-26","May 2018","May","2018","260","106","44","0","82","68","deaoncall082616.html","613","2017"
"2016-08-26","July 2018","July","2018","122","0","0","0","9","0","deaoncall082616.html","674","2017"
"2016-08-26","December 2018","December","2018","0","0","1100","-220","0","0","deaoncall082616.html","827","2018"
"2016-08-26","December 2019","December","2019","0","0","1100","-220","0","0","deaoncall082616.html","1192","2019"
"2016-08-26","Totals","","","70240","1277","23645","-968","228482","-2159","deaoncall082616.html","",""
"2021-08-20","October 2021","October","2021","0","0","0","0","335","6","deaoncall08262021.html","42","2021"
"2021-08-20","December 2021","December","2021","54525","-1268","18837","-456","157485","337","deaoncall08262021.html","103","2021"
"2021-08-20","March 2022","March","2022","33762","1237","6707","275","61406","3013","deaoncall08262021.html","193","2021"
"2021-08-20","May 2022","May","2022","14487","694","1270","-27","15860","1870","deaoncall08262021.html","254","2021"
"2021-08-20","July 2022","July","2022","35963","1038","4885","475","13785","760","deaoncall08262021.html","315","2021"
"2021-08-20","October 2022","October","2022","0","0","0","0","4","1","deaoncall08262021.html","407","2022"
"2021-08-20","December 2022","December","2022","6507","-1432","7683","-370","16934","-69","deaoncall08262021.html","468","2022"
"2021-08-20","March 2023","March","2023","1416","-88","142","-44","473","96","deaoncall08262021.html","558","2022"
"2021-08-20","May 2023","May","2023","53","0","0","0","45","1","deaoncall08262021.html","619","2022"
"2021-08-20","July 2023","July","2023","89","36","0","0","20","18","deaoncall08262021.html","680","2022"
"2021-08-20","December 2023","December","2023","75","0","1040","0","910","907","deaoncall08262021.html","833","2023"
"2021-08-20","July 2024","July","2024","0","0","220","0","0","0","deaoncall08262021.html","1046","2023"
"2021-08-20","December 2024","December","2024","0","0","220","0","0","0","deaoncall08262021.html","1199","2024"
"2021-08-20","Totals","","","146877","217","41004","-147","267257","6940","deaoncall08262021.html","",""
"2010-08-27","October 2010","October","2010","537","-31","21","8","968","49","deaoncall082710.html","35","2010"
"2010-08-27","December 2010","December","2010","17877","-73","4469","-274","144986","2289","deaoncall082710.html","96","2010"
"2010-08-27","March 2011","March","2011","26668","1227","952","129","51667","1258","deaoncall082710.html","186","2010"
"2010-08-27","May 2011","May","2011","15907","615","296","81","4366","574","deaoncall082710.html","247","2010"
"2010-08-27","July 2011","July","2011","22888","598","1539","21","10848","756","deaoncall082710.html","308","2010"
"2010-08-27","October 2011","October","2011","420","0","1","0","10","0","deaoncall082710.html","400","2011"
"2010-08-27","December 2011","December","2011","6693","132","2445","247","3706","746","deaoncall082710.html","461","2011"
"2010-08-27","March 2012","March","2012","1241","55","26","0","59","0","deaoncall082710.html","552","2011"
"2010-08-27","May 2012","May","2012","776","53","50","0","5","0","deaoncall082710.html","613","2011"
"2010-08-27","July 2012","July","2012","449","52","156","-1","82","27","deaoncall082710.html","674","2011"
"2010-08-27","December 2012","December","2012","319","-26","3075","1","165","2","deaoncall082710.html","827","2012"
"2010-08-27","March 2013","March","2013","269","53","0","0","0","0","deaoncall082710.html","917","2012"
"2010-08-27","Totals","","","94044","2655","13030","212","216862","5701","deaoncall082710.html","",""
"2020-08-21","October 2020","October","2020","0","0","0","0","114","11","deaoncall082720.html","41","2020"
"2020-08-21","December 2020","December","2020","38074","-229","22075","402","110039","-3500","deaoncall082720.html","102","2020"
"2020-08-21","March 2021","March","2021","24806","1896","9392","1503","47316","2610","deaoncall082720.html","192","2020"
"2020-08-21","May 2021","May","2021","8696","149","1006","0","11216","105","deaoncall082720.html","253","2020"
"2020-08-21","July 2021","July","2021","13737","275","2777","88","8255","352","deaoncall082720.html","314","2020"
"2020-08-21","October 2021","October","2021","0","0","0","0","2","1","deaoncall082720.html","406","2021"
"2020-08-21","December 2021","December","2021","7003","-292","11096","667","15292","189","deaoncall082720.html","467","2021"
"2020-08-21","March 2022","March","2022","1247","-185","595","423","518","-9","deaoncall082720.html","557","2021"
"2020-08-21","May 2022","May","2022","383","0","282","282","282","276","deaoncall082720.html","618","2021"
"2020-08-21","July 2022","July","2022","226","0","396","176","111","101","deaoncall082720.html","679","2021"
"2020-08-21","December 2022","December","2022","0","0","734","44","142","139","deaoncall082720.html","832","2022"
"2020-08-21","July 2023","July","2023","0","0","220","0","1","0","deaoncall082720.html","1044","2022"
"2020-08-21","December 2023","December","2023","0","0","227","0","0","0","deaoncall082720.html","1197","2023"
"2020-08-21","March 2024","March","2024","0","0","441","0","0","0","deaoncall082720.html","1288","2023"
"2020-08-21","Totals","","","94172","1614","49241","3585","193288","275","deaoncall082720.html","",""
"2015-08-28","October 2015","October","2015","0","0","0","0","118","-7","deaoncall082815.html","34","2015"
"2015-08-28","December 2015","December","2015","20745","-1816","12525","288","126736","-18174","deaoncall082815.html","95","2015"
"2015-08-28","March 2016","March","2016","17177","274","2817","1709","40603","1095","deaoncall082815.html","186","2015"
"2015-08-28","May 2016","May","2016","8544","125","473","7","3865","214","deaoncall082815.html","247","2015"
"2015-08-28","July 2016","July","2016","10079","-325","1901","-1","4700","286","deaoncall082815.html","308","2015"
"2015-08-28","October 2016","October","2016","0","0","0","0","5","0","deaoncall082815.html","400","2016"
"2015-08-28","December 2016","December","2016","4210","413","4721","92","3972","18","deaoncall082815.html","461","2016"
"2015-08-28","March 2017","March","2017","1261","58","0","0","81","0","deaoncall082815.html","551","2016"
"2015-08-28","May 2017","May","2017","0","0","0","0","11","0","deaoncall082815.html","612","2016"
"2015-08-28","December 2017","December","2017","0","0","1100","0","1","0","deaoncall082815.html","826","2017"
"2015-08-28","Totals","","","62016","-1271","23537","2095","180092","-16568","deaoncall082815.html","",""
"2014-08-29","October 2014","October","2014","0","0","0","0","270","-33","deaoncall082914.html","33","2014"
"2014-08-29","December 2014","December","2014","10787","-773","21316","-129","111718","615","deaoncall082914.html","94","2014"
"2014-08-29","March 2015","March","2015","16660","2520","1151","268","47748","3053","deaoncall082914.html","184","2014"
"2014-08-29","May 2015","May","2015","6897","-195","84","0","6393","2962","deaoncall082914.html","245","2014"
"2014-08-29","July 2015","July","2015","8611","-143","2160","93","4158","188","deaoncall082914.html","306","2014"
"2014-08-29","October 2015","October","2015","0","0","0","0","5","0","deaoncall082914.html","398","2015"
"2014-08-29","December 2015","December","2015","4521","233","4339","132","4741","460","deaoncall082914.html","459","2015"
"2014-08-29","March 2016","March","2016","1812","500","0","0","10","10","deaoncall082914.html","550","2015"
"2014-08-29","May 2016","May","2016","61","0","0","0","0","0","deaoncall082914.html","611","2015"
"2014-08-29","July 2016","July","2016","0","0","71","0","0","0","deaoncall082914.html","672","2015"
"2014-08-29","October 2016","October","2016","0","0","0","0","1","0","deaoncall082914.html","764","2016"
"2014-08-29","December 2016","December","2016","0","0","1100","0","58","0","deaoncall082914.html","825","2016"
"2014-08-29","Totals","","","49349","2142","30221","364","175102","7255","deaoncall082914.html","",""
"2013-08-30","October 2013","October","2013","0","0","0","0","144","-12","deaoncall083013.html","32","2013"
"2013-08-30","December 2013","December","2013","25303","-1257","9726","337","128315","-13081","deaoncall083013.html","93","2013"
"2013-08-30","March 2014","March","2014","15862","-795","2140","146","35849","1718","deaoncall083013.html","183","2013"
"2013-08-30","May 2014","May","2014","5028","95","166","0","4706","514","deaoncall083013.html","244","2013"
"2013-08-30","July 2014","July","2014","7861","309","1016","176","4720","241","deaoncall083013.html","305","2013"
"2013-08-30","December 2014","December","2014","2079","72","5418","108","2517","21","deaoncall083013.html","458","2014"
"2013-08-30","March 2015","March","2015","769","0","0","0","0","0","deaoncall083013.html","548","2014"
"2013-08-30","May 2015","May","2015","92","0","0","0","0","0","deaoncall083013.html","609","2014"
"2013-08-30","July 2015","July","2015","0","0","0","0","3","0","deaoncall083013.html","670","2014"
"2013-08-30","December 2015","December","2015","0","0","1100","0","0","0","deaoncall083013.html","823","2015"
"2013-08-30","Totals","","","56994","-1576","19566","767","176254","-10599","deaoncall083013.html","",""
"2018-08-24","October 2018","October","2018","0","0","0","0","183","5","deaoncall083018.html","38","2018"
"2018-08-24","December 2018","December","2018","38908","-2143","21825","-156","145755","-4218","deaoncall083018.html","99","2018"
"2018-08-24","March 2019","March","2019","39894","435","2420","27","64232","-875","deaoncall083018.html","189","2018"
"2018-08-24","May 2019","May","2019","19085","97","342","-22","10123","289","deaoncall083018.html","250","2018"
"2018-08-24","July 2019","July","2019","26113","479","1748","0","7466","-21","deaoncall083018.html","311","2018"
"2018-08-24","October 2019","October","2019","0","0","0","0","2","0","deaoncall083018.html","403","2019"
"2018-08-24","December 2019","December","2019","14725","-44","16319","45","22515","762","deaoncall083018.html","464","2019"
"2018-08-24","March 2020","March","2020","4718","0","209","0","688","77","deaoncall083018.html","555","2019"
"2018-08-24","May 2020","May","2020","1689","0","0","0","29","28","deaoncall083018.html","616","2019"
"2018-08-24","July 2020","July","2020","1167","0","0","0","8","7","deaoncall083018.html","677","2019"
"2018-08-24","December 2020","December","2020","1158","-44","1087","0","651","232","deaoncall083018.html","830","2020"
"2018-08-24","Totals","","","147457","-1220","43950","-106","251652","-3714","deaoncall083018.html","",""
"2019-08-30","October 2019","October","2019","0","0","0","0","227","-41","deaoncall083019.html","32","2019"
"2019-08-30","December 2019","December","2019","23898","-882","40653","-651","141369","4724","deaoncall083019.html","93","2019"
"2019-08-30","March 2020","March","2020","24558","-27","4705","530","46986","124","deaoncall083019.html","184","2019"
"2019-08-30","May 2020","May","2020","10847","-10","572","0","8928","-2","deaoncall083019.html","245","2019"
"2019-08-30","July 2020","July","2020","13765","697","844","7","8142","426","deaoncall083019.html","306","2019"
"2019-08-30","December 2020","December","2020","11032","614","17137","19","15864","491","deaoncall083019.html","459","2020"
"2019-08-30","March 2021","March","2021","3950","482","574","0","822","168","deaoncall083019.html","549","2020"
"2019-08-30","May 2021","May","2021","1644","278","0","0","136","11","deaoncall083019.html","610","2020"
"2019-08-30","July 2021","July","2021","2828","637","0","0","344","60","deaoncall083019.html","671","2020"
"2019-08-30","December 2021","December","2021","440","440","802","0","2","0","deaoncall083019.html","824","2021"
"2019-08-30","March 2022","March","2022","440","440","0","0","0","0","deaoncall083019.html","914","2021"
"2019-08-30","Totals","","","93402","2669","65287","-95","222820","5961","deaoncall083019.html","",""
"2012-08-31","October 2012","October","2012","15","-5","7","7","315","-15","deaoncall083112.html","31","2012"
"2012-08-31","December 2012","December","2012","17645","742","16818","1020","126730","522","deaoncall083112.html","92","2012"
"2012-08-31","March 2013","March","2013","10553","275","506","253","39236","1342","deaoncall083112.html","182","2012"
"2012-08-31","May 2013","May","2013","4032","13","44","0","6301","121","deaoncall083112.html","243","2012"
"2012-08-31","July 2013","July","2013","5975","50","4789","-132","6776","117","deaoncall083112.html","304","2012"
"2012-08-31","October 2013","October","2013","13","0","13","0","3","-2","deaoncall083112.html","396","2013"
"2012-08-31","December 2013","December","2013","4448","0","4203","195","3073","272","deaoncall083112.html","457","2013"
"2012-08-31","March 2014","March","2014","395","0","265","265","16","0","deaoncall083112.html","547","2013"
"2012-08-31","May 2014","May","2014","0","0","0","0","38","0","deaoncall083112.html","608","2013"
"2012-08-31","December 2014","December","2014","0","0","2014","132","2","0","deaoncall083112.html","822","2014"
"2012-08-31","Totals","","","43076","1075","28659","1740","182490","2357","deaoncall083112.html","",""
"2017-09-01","October 2017","October","2017","0","0","0","0","182","-22","deaoncall090117.html","30","2017"
"2017-09-01","December 2017","December","2017","31152","892","20227","-1612","144907","-1235","deaoncall090117.html","91","2017"
"2017-09-01","March 2018","March","2018","37939","3006","3875","329","60314","3831","deaoncall090117.html","181","2017"
"2017-09-01","May 2018","May","2018","19484","1934","553","-29","6294","-300","deaoncall090117.html","242","2017"
"2017-09-01","July 2018","July","2018","19880","1227","1031","-136","5107","-34","deaoncall090117.html","303","2017"
"2017-09-01","October 2018","October","2018","0","0","0","0","1","0","deaoncall090117.html","395","2018"
"2017-09-01","December 2018","December","2018","10459","1586","9703","1018","12666","1102","deaoncall090117.html","456","2018"
"2017-09-01","March 2019","March","2019","3099","1541","528","528","247","-7","deaoncall090117.html","546","2018"
"2017-09-01","May 2019","May","2019","1263","343","0","0","0","0","deaoncall090117.html","607","2018"
"2017-09-01","July 2019","July","2019","1041","176","0","0","133","0","deaoncall090117.html","668","2018"
"2017-09-01","December 2019","December","2019","2283","1734","3251","734","26","0","deaoncall090117.html","821","2019"
"2017-09-01","March 2020","March","2020","842","293","146","146","0","0","deaoncall090117.html","912","2019"
"2017-09-01","Totals","","","127442","12732","39314","978","229877","3335","deaoncall090117.html","",""
"2011-09-02","October 2011","October","2011","194","68","70","54","397","-33","deaoncall090211.html","29","2011"
"2011-09-02","December 2011","December","2011","28127","259","9771","2769","91973","-1385","deaoncall090211.html","90","2011"
"2011-09-02","March 2012","March","2012","4439","24","1034","39","35500","1749","deaoncall090211.html","181","2011"
"2011-09-02","May 2012","May","2012","4454","93","218","0","6509","135","deaoncall090211.html","242","2011"
"2011-09-02","July 2012","July","2012","10865","248","6114","371","9855","873","deaoncall090211.html","303","2011"
"2011-09-02","October 2012","October","2012","0","0","0","0","3","0","deaoncall090211.html","395","2012"
"2011-09-02","December 2012","December","2012","2433","120","3141","22","3346","53","deaoncall090211.html","456","2012"
"2011-09-02","March 2013","March","2013","741","162","0","0","260","0","deaoncall090211.html","546","2012"
"2011-09-02","May 2013","May","2013","61","0","32","0","230","0","deaoncall090211.html","607","2012"
"2011-09-02","July 2013","July","2013","55","0","0","0","32","0","deaoncall090211.html","668","2012"
"2011-09-02","December 2013","December","2013","0","0","4605","0","268","0","deaoncall090211.html","821","2013"
"2011-09-02","March 2014","March","2014","0","0","0","0","3","0","deaoncall090211.html","911","2013"
"2011-09-02","May 2014","May","2014","0","0","0","0","3","0","deaoncall090211.html","972","2013"
"2011-09-02","Totals","","","51369","974","24985","3255","148379","1392","deaoncall090211.html","",""
"2016-09-02","October 2016","October","2016","0","0","0","0","169","-6","deaoncall090216.html","29","2016"
"2016-09-02","December 2016","December","2016","24328","-2245","13441","-591","154649","-1778","deaoncall090216.html","90","2016"
"2016-09-02","March 2017","March","2017","21441","753","1709","36","49635","1475","deaoncall090216.html","180","2016"
"2016-09-02","May 2017","May","2017","10867","277","632","0","6559","404","deaoncall090216.html","241","2016"
"2016-09-02","July 2017","July","2017","7371","350","966","0","6645","621","deaoncall090216.html","302","2016"
"2016-09-02","December 2017","December","2017","3747","453","4132","100","11242","302","deaoncall090216.html","455","2017"
"2016-09-02","March 2018","March","2018","1733","41","66","0","507","-3","deaoncall090216.html","545","2017"
"2016-09-02","May 2018","May","2018","260","0","44","0","95","13","deaoncall090216.html","606","2017"
"2016-09-02","July 2018","July","2018","122","0","0","0","9","0","deaoncall090216.html","667","2017"
"2016-09-02","December 2018","December","2018","0","0","1320","220","0","0","deaoncall090216.html","820","2018"
"2016-09-02","December 2019","December","2019","0","0","1320","220","0","0","deaoncall090216.html","1185","2019"
"2016-09-02","Totals","","","69869","-371","23630","-15","229510","1028","deaoncall090216.html","",""
"2021-08-27","October 2021","October","2021","0","0","0","0","346","11","deaoncall09022021.html","35","2021"
"2021-08-27","December 2021","December","2021","54032","-493","18248","-589","156301","-1184","deaoncall09022021.html","96","2021"
"2021-08-27","March 2022","March","2022","38021","4259","6727","20","62140","734","deaoncall09022021.html","186","2021"
"2021-08-27","May 2022","May","2022","15165","678","1231","-39","16774","914","deaoncall09022021.html","247","2021"
"2021-08-27","July 2022","July","2022","36088","125","4526","-359","14066","281","deaoncall09022021.html","308","2021"
"2021-08-27","October 2022","October","2022","0","0","0","0","4","0","deaoncall09022021.html","400","2022"
"2021-08-27","December 2022","December","2022","6567","60","7758","75","17706","772","deaoncall09022021.html","461","2022"
"2021-08-27","March 2023","March","2023","1416","0","142","0","474","1","deaoncall09022021.html","551","2022"
"2021-08-27","May 2023","May","2023","53","0","0","0","45","0","deaoncall09022021.html","612","2022"
"2021-08-27","July 2023","July","2023","89","0","0","0","20","0","deaoncall09022021.html","673","2022"
"2021-08-27","December 2023","December","2023","1132","1057","1569","529","913","3","deaoncall09022021.html","826","2023"
"2021-08-27","July 2024","July","2024","0","0","220","0","0","0","deaoncall09022021.html","1039","2023"
"2021-08-27","December 2024","December","2024","0","0","220","0","0","0","deaoncall09022021.html","1192","2024"
"2021-08-27","Totals","","","152563","5686","40641","-363","268789","1532","deaoncall09022021.html","",""
"2010-09-03","October 2010","October","2010","544","7","0","-21","958","-10","deaoncall090310.html","28","2010"
"2010-09-03","December 2010","December","2010","18217","340","4576","107","148286","3300","deaoncall090310.html","89","2010"
"2010-09-03","March 2011","March","2011","27642","974","987","35","52380","713","deaoncall090310.html","179","2010"
"2010-09-03","May 2011","May","2011","16279","372","287","-9","4569","203","deaoncall090310.html","240","2010"
"2010-09-03","July 2011","July","2011","23543","655","1591","52","11998","1150","deaoncall090310.html","301","2010"
"2010-09-03","October 2011","October","2011","508","88","1","0","11","1","deaoncall090310.html","393","2011"
"2010-09-03","December 2011","December","2011","6764","71","2805","360","4832","1126","deaoncall090310.html","454","2011"
"2010-09-03","March 2012","March","2012","1241","0","26","0","59","0","deaoncall090310.html","545","2011"
"2010-09-03","May 2012","May","2012","776","0","47","-3","5","0","deaoncall090310.html","606","2011"
"2010-09-03","July 2012","July","2012","565","116","155","-1","177","95","deaoncall090310.html","667","2011"
"2010-09-03","December 2012","December","2012","319","0","3074","-1","179","14","deaoncall090310.html","820","2012"
"2010-09-03","March 2013","March","2013","269","0","0","0","0","0","deaoncall090310.html","910","2012"
"2010-09-03","Totals","","","96667","2623","13549","519","223454","6592","deaoncall090310.html","",""
"2020-08-28","October 2020","October","2020","0","0","0","0","116","2","deaoncall090320.html","34","2020"
"2020-08-28","December 2020","December","2020","37574","-500","20331","-1744","118184","8145","deaoncall090320.html","95","2020"
"2020-08-28","March 2021","March","2021","25369","563","10203","811","48770","1454","deaoncall090320.html","185","2020"
"2020-08-28","May 2021","May","2021","9353","657","1226","220","12171","955","deaoncall090320.html","246","2020"
"2020-08-28","July 2021","July","2021","14358","621","2934","157","8332","77","deaoncall090320.html","307","2020"
"2020-08-28","October 2021","October","2021","0","0","0","0","2","0","deaoncall090320.html","399","2021"
"2020-08-28","December 2021","December","2021","7343","340","10191","-905","15971","679","deaoncall090320.html","460","2021"
"2020-08-28","March 2022","March","2022","1194","-53","172","-423","713","195","deaoncall090320.html","550","2021"
"2020-08-28","May 2022","May","2022","153","-230","0","-282","191","-91","deaoncall090320.html","611","2021"
"2020-08-28","July 2022","July","2022","226","0","396","0","249","138","deaoncall090320.html","672","2021"
"2020-08-28","December 2022","December","2022","0","0","1175","441","320","178","deaoncall090320.html","825","2022"
"2020-08-28","July 2023","July","2023","0","0","220","0","1","0","deaoncall090320.html","1037","2022"
"2020-08-28","December 2023","December","2023","0","0","227","0","0","0","deaoncall090320.html","1190","2023"
"2020-08-28","March 2024","March","2024","0","0","441","0","0","0","deaoncall090320.html","1281","2023"
"2020-08-28","Totals","","","95570","1398","47516","-1725","205020","11732","deaoncall090320.html","",""
"2015-09-04","October 2015","October","2015","0","0","0","0","108","-10","deaoncall090415.html","27","2015"
"2015-09-04","December 2015","December","2015","20143","-602","12640","115","123855","-2881","deaoncall090415.html","88","2015"
"2015-09-04","March 2016","March","2016","17375","198","2684","-133","42230","1627","deaoncall090415.html","179","2015"
"2015-09-04","May 2016","May","2016","8857","313","473","0","3962","97","deaoncall090415.html","240","2015"
"2015-09-04","July 2016","July","2016","10074","-5","1946","45","4841","141","deaoncall090415.html","301","2015"
"2015-09-04","October 2016","October","2016","0","0","0","0","4","-1","deaoncall090415.html","393","2016"
"2015-09-04","December 2016","December","2016","4286","76","4735","14","3921","-51","deaoncall090415.html","454","2016"
"2015-09-04","March 2017","March","2017","1338","77","0","0","81","0","deaoncall090415.html","544","2016"
"2015-09-04","May 2017","May","2017","0","0","0","0","11","0","deaoncall090415.html","605","2016"
"2015-09-04","December 2017","December","2017","0","0","1100","0","1","0","deaoncall090415.html","819","2017"
"2015-09-04","Totals","","","62073","57","23578","41","179014","-1078","deaoncall090415.html","",""
"2014-09-05","October 2014","October","2014","0","0","0","0","235","-35","deaoncall090514.html","26","2014"
"2014-09-05","December 2014","December","2014","10249","-538","18836","-2480","111276","-442","deaoncall090514.html","87","2014"
"2014-09-05","March 2015","March","2015","16332","-328","3024","1873","51844","4096","deaoncall090514.html","177","2014"
"2014-09-05","May 2015","May","2015","7630","733","218","134","6883","490","deaoncall090514.html","238","2014"
"2014-09-05","July 2015","July","2015","8857","246","2184","24","4372","214","deaoncall090514.html","299","2014"
"2014-09-05","October 2015","October","2015","0","0","0","0","5","0","deaoncall090514.html","391","2015"
"2014-09-05","December 2015","December","2015","4764","243","4509","170","4790","49","deaoncall090514.html","452","2015"
"2014-09-05","March 2016","March","2016","1811","-1","0","0","15","5","deaoncall090514.html","543","2015"
"2014-09-05","May 2016","May","2016","61","0","0","0","0","0","deaoncall090514.html","604","2015"
"2014-09-05","July 2016","July","2016","0","0","71","0","0","0","deaoncall090514.html","665","2015"
"2014-09-05","October 2016","October","2016","0","0","0","0","1","0","deaoncall090514.html","757","2016"
"2014-09-05","December 2016","December","2016","0","0","1100","0","58","0","deaoncall090514.html","818","2016"
"2014-09-05","Totals","","","49704","355","29942","-279","179479","4377","deaoncall090514.html","",""
"2013-09-06","October 2013","October","2013","0","0","0","0","96","-48","deaoncall090613.html","25","2013"
"2013-09-06","December 2013","December","2013","22745","-2558","9703","-23","119980","-8335","deaoncall090613.html","86","2013"
"2013-09-06","March 2014","March","2014","16158","296","2262","122","36984","1135","deaoncall090613.html","176","2013"
"2013-09-06","May 2014","May","2014","5367","339","166","0","4994","288","deaoncall090613.html","237","2013"
"2013-09-06","July 2014","July","2014","8411","550","1017","1","4837","117","deaoncall090613.html","298","2013"
"2013-09-06","December 2014","December","2014","2212","133","5511","93","2540","23","deaoncall090613.html","451","2014"
"2013-09-06","March 2015","March","2015","856","87","0","0","0","0","deaoncall090613.html","541","2014"
"2013-09-06","May 2015","May","2015","92","0","0","0","0","0","deaoncall090613.html","602","2014"
"2013-09-06","July 2015","July","2015","0","0","0","0","3","0","deaoncall090613.html","663","2014"
"2013-09-06","December 2015","December","2015","0","0","1100","0","0","0","deaoncall090613.html","816","2015"
"2013-09-06","Totals","","","55841","-1153","19759","193","169434","-6820","deaoncall090613.html","",""
"2018-08-31","October 2018","October","2018","0","0","0","0","179","-4","deaoncall090618.html","31","2018"
"2018-08-31","December 2018","December","2018","38974","66","21231","-594","144600","-1155","deaoncall090618.html","92","2018"
"2018-08-31","March 2019","March","2019","40543","649","2420","0","66535","2303","deaoncall090618.html","182","2018"
"2018-08-31","May 2019","May","2019","19437","352","342","0","10076","-47","deaoncall090618.html","243","2018"
"2018-08-31","July 2019","July","2019","27035","922","1787","39","7558","92","deaoncall090618.html","304","2018"
"2018-08-31","October 2019","October","2019","0","0","0","0","2","0","deaoncall090618.html","396","2019"
"2018-08-31","December 2019","December","2019","14755","30","16484","165","22960","445","deaoncall090618.html","457","2019"
"2018-08-31","March 2020","March","2020","4718","0","209","0","725","37","deaoncall090618.html","548","2019"
"2018-08-31","May 2020","May","2020","1689","0","0","0","37","8","deaoncall090618.html","609","2019"
"2018-08-31","July 2020","July","2020","1167","0","0","0","8","0","deaoncall090618.html","670","2019"
"2018-08-31","December 2020","December","2020","1158","0","1784","697","737","86","deaoncall090618.html","823","2020"
"2018-08-31","Totals","","","149476","2019","44257","307","253417","1765","deaoncall090618.html","",""
"2019-09-06","October 2019","October","2019","0","0","0","0","229","2","deaoncall090619.html","25","2019"
"2019-09-06","December 2019","December","2019","23879","-19","39660","-993","142358","989","deaoncall090619.html","86","2019"
"2019-09-06","March 2020","March","2020","24934","376","5595","890","50893","3907","deaoncall090619.html","177","2019"
"2019-09-06","May 2020","May","2020","10962","115","731","159","8873","-55","deaoncall090619.html","238","2019"
"2019-09-06","July 2020","July","2020","13946","181","1064","220","7207","-935","deaoncall090619.html","299","2019"
"2019-09-06","December 2020","December","2020","11077","45","18221","1084","16067","203","deaoncall090619.html","452","2020"
"2019-09-06","March 2021","March","2021","3948","-2","574","0","869","47","deaoncall090619.html","542","2020"
"2019-09-06","May 2021","May","2021","1643","-1","0","0","138","2","deaoncall090619.html","603","2020"
"2019-09-06","July 2021","July","2021","2825","-3","0","0","372","28","deaoncall090619.html","664","2020"
"2019-09-06","December 2021","December","2021","440","0","824","22","2","0","deaoncall090619.html","817","2021"
"2019-09-06","March 2022","March","2022","440","0","0","0","0","0","deaoncall090619.html","907","2021"
"2019-09-06","Totals","","","94094","692","66669","1382","227008","4188","deaoncall090619.html","",""
"2012-09-07","October 2012","October","2012","15","0","7","0","259","-56","deaoncall090712.html","24","2012"
"2012-09-07","December 2012","December","2012","17465","-180","18757","1939","122595","-4135","deaoncall090712.html","85","2012"
"2012-09-07","March 2013","March","2013","10854","301","506","0","41025","1789","deaoncall090712.html","175","2012"
"2012-09-07","May 2013","May","2013","4102","70","44","0","6444","143","deaoncall090712.html","236","2012"
"2012-09-07","July 2013","July","2013","5947","-28","4813","24","8102","1326","deaoncall090712.html","297","2012"
"2012-09-07","October 2013","October","2013","13","0","13","0","3","0","deaoncall090712.html","389","2013"
"2012-09-07","December 2013","December","2013","4448","0","4145","-58","3478","405","deaoncall090712.html","450","2013"
"2012-09-07","March 2014","March","2014","395","0","265","0","16","0","deaoncall090712.html","540","2013"
"2012-09-07","May 2014","May","2014","0","0","0","0","38","0","deaoncall090712.html","601","2013"
"2012-09-07","December 2014","December","2014","0","0","2014","0","2","0","deaoncall090712.html","815","2014"
"2012-09-07","Totals","","","43239","163","30564","1905","181962","-528","deaoncall090712.html","",""
"2017-09-08","October 2017","October","2017","0","0","0","0","200","18","deaoncall090817.html","23","2017"
"2017-09-08","December 2017","December","2017","31912","760","18396","-1831","149427","4520","deaoncall090817.html","84","2017"
"2017-09-08","March 2018","March","2018","38239","300","4539","664","68749","8435","deaoncall090817.html","174","2017"
